<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.13	2681.20	2795.62	2613.37	2667.53	204505	0	0
2025.02.14	2668.03	2792.65	2663.03	2745.37	163805	0	0
2025.02.15	2715.98	2739.51	2664.23	2700.87	171387	0	5
2025.02.16	2699.64	2726.95	2659.11	2687.09	205621	0	5
2025.02.17	2684.73	2849.95	2638.73	2776.54	189623	0	0
2025.02.18	2762.27	2769.37	2604.61	2651.29	190569	0	0
2025.02.19	2652.55	2736.13	2647.51	2709.57	137757	0	0
2025.02.20	2714.27	2771.21	2707.58	2726.67	127026	0	0
2025.02.21	2729.69	2846.68	2614.26	2640.45	168529	0	0
2025.02.22	2631.40	2797.35	2627.45	2764.78	139962	0	3
2025.02.23	2761.99	2831.51	2744.58	2806.66	149939	0	5
2025.02.24	2804.28	2856.43	2623.21	2636.21	200514	0	0
2025.02.25	2582.88	2599.73	2318.53	2511.01	257568	0	0
2025.02.26	2520.06	2530.99	2251.86	2339.15	221393	0	0
2025.02.27	2378.04	2380.03	2227.77	2279.19	207035	0	0
2025.02.28	2269.53	2311.91	2073.62	2223.91	241273	0	0
2025.03.01	2214.00	2280.63	2141.84	2227.74	174132	0	5
2025.03.02	2224.70	2540.17	2172.40	2524.72	239732	0	5
2025.03.03	2508.80	2551.54	2095.82	2109.74	248415	0	0
2025.03.04	2127.94	2221.39	1992.81	2177.20	270352	0	0
2025.03.05	2175.87	2273.09	2154.74	2235.14	241115	0	0
2025.03.06	2233.37	2320.11	2176.38	2213.35	200934	0	0
2025.03.07	2220.23	2257.76	2102.11	2138.69	210586	0	0
2025.03.08	2128.01	2234.29	2103.93	2215.17	165685	0	3
2025.03.09	2212.12	2217.02	1996.59	2023.61	229782	0	3
2025.03.10	2018.67	2152.54	1809.39	1886.07	243595	0	0
2025.03.11	1884.72	1962.56	1753.27	1939.82	255931	0	0
2025.03.12	1942.17	1956.95	1829.77	1894.02	245198	0	0
2025.03.13	1897.11	1920.91	1821.24	1861.42	218098	0	0
2025.03.14	1862.21	1945.73	1860.36	1922.47	154891	0	0
2025.03.15	1922.68	1957.31	1903.65	1951.37	96840	0	5
2025.03.16	1951.39	1955.16	1859.70	1889.71	130585	0	5
2025.03.17	1886.84	1952.35	1870.10	1941.08	123696	0	0
2025.03.18	1938.85	1941.47	1871.91	1911.50	125404	0	0
2025.03.19	1913.34	2058.68	1907.92	2040.78	150802	0	0
2025.03.20	2038.82	2070.24	1951.31	1976.08	148218	0	0
2025.03.21	1976.25	1995.30	1935.98	1973.18	131659	0	0
2025.03.22	1970.79	2003.82	1961.42	1985.75	174638	0	3
2025.03.23	1985.81	2020.69	1974.67	1995.12	179585	0	5
2025.03.24	1995.46	2104.22	1977.48	2084.00	157236	0	0
2025.03.25	2084.64	2098.21	2037.08	2063.87	141526	0	0
2025.03.26	2063.64	2078.69	1981.31	2008.10	143332	0	0
2025.03.27	2005.33	2037.41	1986.53	2017.87	121520	0	0
2025.03.28	2016.04	2016.25	1858.83	1884.78	124150	0	0
2025.03.29	1889.62	1912.62	1796.62	1816.93	175406	0	1
2025.03.30	1814.93	1848.46	1784.66	1814.80	123035	0	1
2025.03.31	1818.68	1854.26	1767.27	1819.32	183499	0	0
2025.04.01	1826.06	1927.51	1815.82	1912.85	142126	0	0
2025.04.02	1912.43	1955.44	1851.76	1881.26	156707	0	0
2025.04.03	1877.47	1878.63	1749.44	1797.88	146635	0	0
2025.04.04	1797.78	1835.59	1758.44	1818.06	165672	0	0
2025.04.05	1812.09	1826.77	1763.51	1788.95	108177	0	5
2025.04.06	1780.11	1816.04	1551.97	1571.84	161545	0	5
2025.04.07	1583.96	1637.10	1409.83	1570.18	251644	0	0
2025.04.08	1563.67	1618.05	1453.43	1480.65	192537	0	0
2025.04.09	1480.14	1678.11	1384.19	1672.74	211319	0	0
2025.04.10	1670.30	1688.13	1472.02	1530.17	202496	0	0
2025.04.11	1528.96	1589.93	1503.77	1570.89	163001	0	0
2025.04.12	1567.79	1668.46	1544.75	1648.87	75206	0	4
2025.04.13	1644.08	1655.70	1561.64	1589.82	103677	0	5
2025.04.14	1578.14	1690.92	1572.05	1635.12	196843	0	0
2025.04.15	1632.84	1660.92	1586.29	1594.89	170336	0	0
2025.04.16	1598.18	1613.56	1538.39	1573.51	178016	0	0
2025.04.17	1578.78	1616.46	1562.98	1584.44	111487	0	0
2025.04.18	1583.72	1597.10	1573.48	1593.07	95770	0	0
2025.04.19	1589.62	1630.53	1584.31	1614.06	121469	0	5
2025.04.20	1611.35	1622.18	1565.24	1588.73	120389	0	3
2025.04.21	1587.69	1658.44	1563.08	1577.55	124307	0	0
2025.04.22	1575.90	1726.64	1538.53	1696.04	154322	0	0
2025.04.23	1697.77	1834.81	1697.75	1796.03	159124	0	0
2025.04.24	1796.44	1807.48	1723.14	1762.65	161017	0	0
2025.04.25	1763.28	1828.36	1739.29	1799.73	163444	0	0
2025.04.26	1762.85	1819.45	1762.85	1806.78	144324	0	2
2025.04.27	1808.02	1857.74	1782.65	1803.22	169476	0	2
2025.04.28	1799.96	1827.99	1745.07	1786.23	130881	0	0
2025.04.29	1787.79	1843.17	1781.43	1808.90	138951	0	0
2025.04.30	1809.34	1817.13	1732.29	1794.33	148535	0	0
2025.05.01	1796.20	1873.79	1789.20	1840.06	133627	0	0
2025.05.02	1843.79	1871.55	1813.62	1847.36	137927	0	0
2025.05.03	1842.75	1847.33	1809.80	1839.28	116294	0	3
2025.05.04	1833.39	1850.77	1818.47	1836.66	195557	0	5
2025.05.05	1835.98	1837.39	1781.80	1808.63	142418	0	0
2025.05.06	1811.18	1832.71	1751.75	1775.07	129966	0	0
2025.05.07	1778.98	1849.78	1765.20	1798.40	139243	0	0
2025.05.08	1798.74	2198.99	1796.62	2185.09	175738	0	0
2025.05.09	2173.93	2489.95	2158.02	2340.24	215310	0	0
2025.05.10	2314.91	2512.14	2314.91	2491.18	153749	0	5
2025.05.11	2498.73	2606.28	2434.95	2511.53	179409	0	1
2025.05.12	2508.15	2624.23	2407.43	2485.49	191631	0	0
2025.05.13	2489.17	2738.77	2415.49	2690.00	166513	0	0
2025.05.14	2677.69	2725.14	2548.13	2600.38	165283	0	0
2025.05.15	2591.72	2646.87	2478.78	2537.28	176611	0	0
2025.05.16	2535.15	2649.62	2512.40	2571.17	154152	0	0
2025.05.17	2566.43	2583.92	2447.24	2489.60	140661	0	5
2025.05.18	2485.11	2588.41	2318.95	2394.52	224342	0	5
2025.05.19	2397.15	2547.91	2349.52	2520.99	208154	0	0
2025.05.20	2515.89	2588.15	2444.90	2514.30	159086	0	0
2025.05.21	2521.37	2616.77	2453.84	2510.10	171724	0	0
2025.05.22	2506.25	2692.90	2499.54	2641.46	168675	0	0
2025.05.23	2638.80	2733.26	2498.48	2543.54	156673	0	0
2025.05.24	2534.64	2576.70	2504.10	2553.32	175713	0	5
2025.05.25	2547.89	2551.41	2463.24	2524.57	214640	0	5
2025.05.26	2527.45	2600.50	2508.75	2566.83	127508	0	0
2025.05.27	2561.45	2713.65	2509.86	2668.91	131049	0	0
2025.05.28	2673.05	2690.32	2607.89	2634.87	131600	0	0
2025.05.29	2631.66	2788.59	2622.70	2643.79	137740	0	0
2025.05.30	2645.19	2668.88	2534.82	2577.71	139995	0	0
2025.05.31	2576.47	2586.68	2475.50	2543.25	112671	0	5
2025.06.01	2544.96	2551.77	2469.67	2526.93	122029	0	5
2025.06.02	2527.58	2566.14	2476.07	2540.92	157868	0	0
2025.06.03	2545.31	2658.10	2541.90	2616.46	148553	0	0
2025.06.04	2611.84	2680.83	2572.75	2606.86	132744	0	0
2025.06.05	2600.78	2642.16	2394.32	2399.25	142876	0	0
2025.06.06	2417.82	2532.66	2384.39	2501.37	173913	0	0
2025.06.07	2492.32	2527.38	2459.20	2523.39	86122	0	1
2025.06.08	2521.01	2545.30	2491.85	2532.86	82599	0	5
2025.06.09	2535.55	2593.93	2479.01	2590.72	146923	0	0
2025.06.10	2609.29	2806.32	2605.56	2774.23	149850	0	0
2025.06.11	2763.58	2880.11	2735.65	2816.37	169196	0	0
2025.06.12	2818.31	2832.16	2618.11	2640.27	151297	0	0
2025.06.13	2646.07	2661.47	2439.09	2547.91	191253	0	0
2025.06.14	2540.82	2585.47	2489.82	2510.29	140047	0	5
2025.06.15	2504.05	2559.46	2492.00	2503.82	166521	0	5
2025.06.16	2506.30	2681.09	2498.00	2670.41	153271	0	0
2025.06.17	2666.46	2667.62	2453.89	2511.03	178445	0	0
2025.06.18	2512.55	2548.75	2466.61	2529.04	155371	0	0
2025.06.19	2526.95	2547.49	2485.04	2507.36	110783	0	0
2025.06.20	2508.69	2569.90	2367.58	2427.14	132313	0	0
2025.06.21	2418.51	2447.19	2378.54	2403.71	159904	0	5
2025.06.22	2399.50	2401.81	2111.98	2187.90	250563	0	5
2025.06.23	2187.37	2380.45	2173.92	2348.18	189691	0	0
2025.06.24	2352.12	2483.04	2336.54	2450.38	170702	0	0
2025.06.25	2441.25	2469.77	2391.41	2439.92	134092	0	0
2025.06.26	2446.80	2521.32	2409.19	2446.47	124914	0	0
2025.06.27	2443.14	2464.19	2381.91	2427.26	101418	0	0
2025.06.28	2425.50	2448.95	2406.83	2430.45	124163	0	5
2025.06.29	2431.35	2464.87	2425.23	2432.94	149879	0	5
2025.06.30	2419.45	2525.24	2418.57	2503.03	115179	0	0
2025.07.01	2500.99	2502.51	2393.89	2415.25	121932	0	0
2025.07.02	2411.56	2608.22	2373.89	2591.03	107372	0	0
2025.07.03	2589.52	2636.59	2556.94	2599.92	95278	0	0
2025.07.04	2602.92	2604.17	2474.84	2491.10	111350	0	0
2025.07.05	2493.34	2529.94	2484.83	2506.96	88560	0	5
2025.07.06	2507.85	2570.59	2504.34	2546.22	102033	0	5
2025.07.07	2547.68	2605.52	2512.97	2534.51	98309	0	0
2025.07.08	2535.98	2628.55	2523.15	2599.03	92511	0	0
2025.07.09	2603.77	2795.57	2590.57	2738.16	101212	0	0
2025.07.10	2743.99	2842.77	2739.06	2820.45	113920	0	0
2025.07.11	2826.05	3040.96	2822.71	2976.23	153854	0	0
2025.07.12	2982.35	2998.33	2904.93	2917.74	157260	0	5
2025.07.13	2923.54	3021.40	2922.58	2993.11	161387	0	5
2025.07.14	2990.73	3083.82	2941.78	3004.45	168175	0	0
2025.07.15	3006.68	3097.74	2933.24	3041.38	153760	0	0
2025.07.16	3049.43	3425.61	3045.97	3381.69	178513	0	0
